;Enestrom Number;Fuss Index;Title;English Title;Authors;Original Language;Published as;Published Date;Written Date;Original Source Citation;Archive Notes;Content Summary;Opera Omnia Citation;Record Created;URLinfo;URLpdf
132;133;436;De superficie conorum scalenorum aliorumque corporum conicorum;On the surface of scalene cones and of other conic bodies;Leonhard Euler;Latin;Journal article;1750;1748;Novi Commentarii academiae scientiarum Petropolitanae, Volume 1, pp. 3-19.;;;Series 1, Volume 27, pp.181-199.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/133;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1132&context=euler-works
133;134;7;Theoremata circa divisores numerorum;Theorems on divisors of numbers;Leonhard Euler;Latin;Journal article;1750;1747;Novi Commentarii academiae scientiarum Petropolitanae, Volume 1, pp. 20-48.;;This paper contains Euler's second proof of the Euler-Fermat theorem, which Euler presents as a consequence of the theorem that (a+b)p = ap+bp (mod p). It also includes results about possible divisors of a2n + b2n, and Euler uses this to show once again that 225+1 is not prime.;Series 1, Volume 2, pp.62-85.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/134;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1133&context=euler-works
134;135;310;Variae demostrationes geometriae;Various geometric demonstrations;Leonhard Euler;Latin;Journal article;1750;1748;Novi Commentarii academiae scientiarum Petropolitanae, Volume 1, pp. 49-66.;;Euler says that a theorem of Fermat's can be proven in a strictly Euclidean way. He also presents relations about triangles and quadrilaterals, relating products of side lengths, squares of side lengths, and areas.;Series 1, Volume 26, pp.15-32.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/135;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1134&context=euler-works
135;136;508;De propagatione pulsuum per medium elasticum;On the propagation of pulses in an elastic medium;Leonhard Euler;Latin;Journal article;1750;1748;Novi Commentarii academiae scientiarum Petropolitanae, Volume 1, pp. 67-105.;;;Series 2, Volume 10, pp.98-131.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/136;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1135&context=euler-works
136;137;597;Examen artificii navis a principio motus interno propellendi;Examination of a design for propelling a ship by an internal principle of motion;Leonhard Euler;Latin;Journal article;1750;1748;Novi Commentarii academiae scientiarum Petropolitanae, Volume 1, pp. 106-123.;;;Series 2, Volume 20, pp.130-145.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/137;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1136&context=euler-works
137;138;653;De motu nodorum lunae eiusque inclinationis ad eclipticam variatione;On the motion of the lunar nodes, and on the variation of their inclination to the ecliptic;Leonhard Euler;Latin;Journal article;1750;1748;Novi Commentarii academiae scientiarum Petropolitanae, Volume 1, pp. 387-427.;;;Series 2, Volume 23, pp.11-48.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/138;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1137&context=euler-works
138;139;630;Quantum motus terrae a luna perturbeter accuratius inquiritur;To what degree the motion of the earth is perturbed by the moon, more accurately investigated;Leonhard Euler;Latin;Journal article;1750;1748;Novi Commentarii academiae scientiarum Petropolitanae, Volume 1, pp. 428-443.;;;Series 2, Volume 23, pp.49-63.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/139;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1138&context=euler-works
139;140;520;Sur la vibration des cordes;On the vibration of strings;Leonhard Euler;French;Journal article;1750;1748;Mémoires de l'académie des sciences de Berlin, Volume 4, pp. 69-85.;E140;;Series 2, Volume 10, pp.63-77.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/140;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1139&context=euler-works
140;141;651;Sur l'accord des deux dernières éclipses du soleil et de la lune avec mes tables pour trouver les vrais momens des pléni-lunes et novi-lunes;On the agreement of the last two eclipses of the sun and moon with my tables for finding the true times of half-moons and new-moons;Leonhard Euler;French;Journal article;1750;1748;Mémoires de l'académie des sciences de Berlin, Volume 4, pp. 86-98.;;;Series 2, Volume 30, pp.89-100.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/141;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1140&context=euler-works
141;142;648;Sur l'atmosphère de la lune prouvée par la dernière eclipse annulaire du soleil;On the atmosphere of the moon as proved by the last annular solar eclipse;Leonhard Euler;French;Journal article;1750;1748;Mémoires de l'académie des sciences de Berlin, Volume 4, pp. 103-121.;;Euler's goal in this paper is to show that certain phenomena observed during the eclipse of July 25, 1748 are evidence that the moon has an atmosphere which is almost 200 times less dense than that of the Earth. (Based on Eric Aiton's introduction to Opera Omnia Series II, Volume 31.);Series 2, Volume 31, pp.239-256.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/142;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1141&context=euler-works
142;143;549;Sur le frottement des corps solides;On the friction of solid bodies;Leonhard Euler;French;Journal article;1750;1748;Mémoires de l'académie des sciences de Berlin, Volume 4, pp. 122-132.;;In this paper, Euler inquires into the nature of the force of friction. He proposes a model for understanding friction in terms of gravity, and deduces from this model that kinetic friction should be less than static friction. Euler then proposes an experiment for determining the quantity of kinetic friction using an object descending an inclined plane, and provides the formulas necessary to solve for friction given the specifications of the object's descent of the plane. He also illustrates that, as in implication of kinetic friction being less than static friction, it is impossible to make an object descend a plane infinitely slowly.;Series 2, Volume 8, pp.54-63.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/143;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1142&context=euler-works
143;144;550;Sur la diminution de la résistance du frottement;On the reduction of the resistance due to friction;Leonhard Euler;French;Journal article;1750;1749;Mémoires de l'académie des sciences de Berlin, Volume 4, pp. 133-148.;;;Series 2, Volume 8, pp.64-79.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/144;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1143&context=euler-works
144;145;534;Recherches sur les plus grands et plus petits qui se trouvent dans les actions des forces;Research on the largest and the smallest which are found in the action of forces;Leonhard Euler;French;Journal article;1750;1748;Mémoires de l'académie des sciences de Berlin, Volume 4, pp. 149-188.;;"Euler shows that any discrete system obeys the Maupertuis principle; from this result, he derives the general equation for the balance of moments in a plane elastica, which includes the general catenary as a special case. He also proves that Daniel Bernoulli's principle for the elastica that is free of distributed loads is also a special case of this general equation. (Based on Clifford Truesdell's An idiot's fugitive essays on science: methods, criticisms, training, circumstances.)";Series 2, Volume 5, pp.1-37.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/145;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1144&context=euler-works
145;146;533;Réflexions sur quelques loix générales de la nature qui s'observent dans les effets des forces quelconques;Reflections on some general laws of nature which are observed in the effects of arbitrary forces;Leonhard Euler;French;Journal article;1750;1749;Mémoires de l'académie des sciences de Berlin, Volume 4, pp. 189-218.;;"Euler proves that, given the static principle, one can derive the equilibrium conditions for a fluid, and from these, he obtains the integrability conditions for a ""Pfaffian"" form in three variables. He also looks at the equilibrium of a weight suspended from three elastic cords by looking, via analogy, to a special case of the problem for fluids. (Based on Clifford Truesdell's An idiot's fugitive essays on science: methods, criticisms, training, circumstances.)";Series 2, Volume 5, pp.38-63.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/146;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1145&context=euler-works
146;147;344;Sur une contradiction apparente dans la doctrine des lignes courbes;On an apparent contradiction in the doctrine of curved lines;Leonhard Euler;French;Journal article;1750;1747;Mémoires de l'académie des sciences de Berlin, Volume 4, pp. 219-233.;;Euler discusses the question of whether nine points determine a unique cubic curve. He also considers the same question for 14 points and quartic curves, 20 points and quintic curves, and so on. Euler solves the problem using a system of equations.;Series 1, Volume 26, pp.33-45.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/147;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1146&context=euler-works
147;148;343;Démonstration sur le nombre des points, où deux lignes des ordres quelconques peuvent se couper;Proof concerning the number of points at which two lines of arbitrary order can intersect;Leonhard Euler;French;Journal article;1750;1748;Mémoires de l'académie des sciences de Berlin, Volume 4, pp. 234-248.;;E147;Series 1, Volume 26, pp.46-59.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/148;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1147&context=euler-works
148;149;746;Réflexions sur l'espace et le tems;Reflections on space and time;Leonhard Euler;French;Journal article;1750;1748;Mémoires de l'académie des sciences de Berlin, Volume 4, pp. 324-333.;;"Euler lays out his views on the relation between metaphysics and mechanics. The truths of mechanics are ""so indubitably constant"" that they must be founded in the natures of bodies. Metaphysics is the study of the nature of bodies, therefore the laws of mechanics constrain metaphysical theories. In fact, any metaphysical idea or conclusion corresponding to a mechanical one must agree with mechanics in all of its implications. This applies in particular to space and time. Real, absolute, space and time are assumed by the laws of mechanics. Therefore, metaphysical arguments for the unreality of space and time must be unfounded and ""hide some paralogism"".";Series 3, Volume 2, pp.376-383.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/149;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1148&context=euler-works
149;150;;Meditationes in quaestionem observationibus temporis momentum determinandi;Meditations on the question of determining the moment of time by observations;Leonhard Euler;Latin;Paris prize article;1750;1746;Pièce qui ont remporté le prix de l'académie royale des sciences, Volume 1747, pp. 113-167.;;;Series 2, Volume 20, pp.146-189.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/150;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1149&context=euler-works
150;151;502;Coniectura physica circa propagationem soni ac luminis;A physical conjecture on the propagation of sound and light;Leonhard Euler;Latin;Collection article;1750;1749;Opuscula varii argumenti, Volume 2, pp. 1-22.;;;Series 3, Volume 5, pp.113-129.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/151;
151;152;2;De numeris amicabilibus;On amicable numbers;Leonhard Euler;Latin;Collection article;1750;1747;Opuscula varii argumenti, Volume 2, pp. 23-107.;;Euler introduces the arithmetic function S(n), the sum of the divisors of n.;Series 1, Volume 2, pp.86-162.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/152;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1151&context=euler-works
152;153;129;Demonstratio gemina theorematis Neutoniani, quo traditur relatio inter coefficientes cuiusvis aequationis algebraicae et summas potestatum radicum eiusdem;A double demonstration of a theorem of Newton, which gives a relation between the coefficient of an algebraic equation and the sums of the powers of its roots;Leonhard Euler;Latin;Collection article;1750;1747;Opuscula varii argumenti, Volume 2, pp. 108-120.;;;Series 1, Volume 6, pp.20-30.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/153;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1152&context=euler-works
153;154;355;Animadversiones in rectificationem ellipsis;Observations on the rectification of ellipses;Leonhard Euler;Latin;Collection article;1750;1749;Opuscula varii argumenti, Volume 2, pp. 121-166.;;Euler gives a description of the circumference of an ellipse by means of infinite series.;Series 1, Volume 20, pp.21-55.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/154;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1153&context=euler-works
154;155;;Auszug eines Briefes von Hrn. Euler uber die Vorstellung der Sternenbilder auf der Himmelskugel;Excerpt of a letter by Mr. Euler on the idea of constellations on the celestial sphere;Leonhard Euler;German;Published letter;1750;1750;Gottingische Zeitungen von gelehrten Sachen, Volume 1750, pp. 475-477.;;;Series 2, Volume 30, pp.101-102.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/155;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1154&context=euler-works
